Year,artist_link,Descrição,Fonte de Pesquisa,Type,Artist,Título,url,img_url,Medium,Error,0,0.1,0.2,0.3,0.4,Height (cm),Width (cm),Price (BRL),Price (USD),Medium_type,Sold,Year of sale
1962.0,https://www.catalogodasartes.com.br/cotacao/artista/Alberto%20Guignard%20-%20Alberto%20da%20Veiga%20Guignard/,"GUIGNARD, Alberto da Veiga 1896 - 1962 Retrato de Adalija Moreira da Fonseca óleo s/ tela, ass., dat. 1962 inf. dir. e com carimbo da Fundação Guignard n. 000181 no verso 73 x 54 cm - Texto transcrito do catálogo do leilão.",Leilão Soraia Cals 08 de Abril de 2019,Pinturas,Alberto Guignard - Alberto da Veiga Guignard,Retrato de Adalija Moreira da Fonseca,https://www.catalogodasartes.com.br/obra/PezAcB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_903785.jpg,Óleo sobre Tela,False,,,,,,54.0,73.0,150000.0,38860.1,pintura,False,2019
1946.0,https://www.catalogodasartes.com.br/cotacao/artista/Ant%C3%B4nio%20Bandeira%20%281922-1967%29/,Figuras - Guache e nanquim s/papel - 36 x 75 cm - ass. centro inferior - dat. 1946. Obra proveniente do Atelier do Artista. - Texto transcrito do catálogo do leilão.,Leilão Canvas 25 de Agosto de 2015,Pinturas,Antônio Bandeira (1922-1967),Figuras,https://www.catalogodasartes.com.br/obra/DcDAPU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_181794.jpg,Guache e nanquim sobre papel,False,,,,,,75.0,36.0,11800.0,3333.33,pintura,False,2015
,https://www.catalogodasartes.com.br/cotacao/artista/Ant%C3%B4nio%20Bandeira%20%281922-1967%29/,"(1922-1967) A Leitura Desenho a nanquim s/ papel Apresenta selo de autenticação do MAM, Museu de Arte Moderna do Rio de Janeiro 12,5 x 19,5 - Texto transcrito do catálogo do leilão.",Leilão Dagmar Saboya 30 Mai a 1 de Junho de 2017,Pinturas,Antônio Bandeira (1922-1967),A Leitura,https://www.catalogodasartes.com.br/obra/ABGPUU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_752944.jpg,Desenho a nanquim sobre papel,False,,,,,,19.5,12.5,1500.0,461.54,desenho,False,2017
1958.0,https://www.catalogodasartes.com.br/cotacao/artista/Ant%C3%B4nio%20Bandeira%20%281922-1967%29/,ANTO^NIO BANDEIRA PIERROT. ÓLEO SOBRE TELA. ASSINADO E DATADO 58 INFERIOR DIREITO. 100 X 80 CM.- Texto transcrito do catálogo do leilão.,Leilão Bolsa de Arte 8 de Agosto de 2023,Pinturas,Antônio Bandeira (1922-1967),PIERROT,https://www.catalogodasartes.com.br/obra/DDBeGeB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1150205.jpg,Óleo sobre Tela,False,,,,,,80.0,100.0,1000000.0,204081.63,pintura,False,2023
,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,"Emiliano Di Cavalcanti, Mulheres, desenho, grafite, com moldura, acid, 19x16cm - Texto transcrito do catálogo do leilão.",Leilão São Miguel 08 de Julho de 2021,Pinturas,Di Cavalcanti (1897-1976),Mulheres,https://www.catalogodasartes.com.br/obra/PcUcDD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_984811.jpg,Desenho à grafite,False,,,,,,16.0,19.0,3500.0,669.22,desenho,False,2021
1955.0,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,"""Gato"" Óleo s/ tela - 60 x 73 cm. ass. inf. direito 1955. Apresenta cachê de participação no Museu de Arte Moderna de São Paulo 1955 e da Bienal Internacional de Veneza XXVIII 1956.",Leilão Angela Maltarollo 08 de Junho de 2013,Pinturas,Di Cavalcanti (1897-1976),Gato,https://www.catalogodasartes.com.br/obra/DDePBz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_110953.jpg,Óleo sobre Tela,False,,,,,,73.0,60.0,230000.0,108490.57,pintura,False,2013
1956.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,,Bolsa de Arte do Rio de Janeiro,Pinturas,Candido Portinari (1903-1962),caminhada de Sancho Pança,https://www.catalogodasartes.com.br/obra/zGD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_321.jpg,Lápis sobre papel,False,,,,,,20.0,15.0,4000.0,2116.4,desenho,True,2000
,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,,Leilão CIA Paulista 04 de Fevereiro de 2014,Pinturas,Di Cavalcanti (1897-1976),2 Figuras,https://www.catalogodasartes.com.br/obra/DzcADP/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_138719.jpg,Desenho,False,,,,,,6.0,10.0,4000.0,1666.67,desenho,False,2014
1972.0,https://www.catalogodasartes.com.br/cotacao/artista/Djanira%20da%20Motta%20e%20Silva/,,Leilão Renot 09 de março de 2009,Pinturas,Djanira da Motta e Silva,Pescadores,https://www.catalogodasartes.com.br/obra/zUecU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_34084.jpg,Óleo sobre cartão,False,,,,,,33.0,29.0,12500.0,5208.33,pintura,False,2009
,https://www.catalogodasartes.com.br/cotacao/artista/Ibere%20Camargo%20-%20Iber%C3%AA%20Camargo/,"Interior do Atelier em Paris - OST/CID - 33,5 x 24,5 cm - Texto transcrito do catálogo do leilão.",Leilão CIA Paulista 24 de Agosto de 2015,Pinturas,Ibere Camargo - Iberê Camargo,Interior do Atelier em Paris,https://www.catalogodasartes.com.br/obra/DPAGee/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_197200.jpg,Óleo sobre Tela,False,,,,,,24.5,33.5,75000.0,21489.97,pintura,False,2015
1980.0,https://www.catalogodasartes.com.br/cotacao/artista/Milton%20Dacosta/,,Leilão Renot Março de 2010,Pinturas,Milton Dacosta,Figura com Chapéu,https://www.catalogodasartes.com.br/obra/UGAGU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_42724.jpg,Óleo sobre Tela,False,,,,,,13.0,15.0,5000.0,2631.58,pintura,False,2010
1944.0,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,"Emiliano di Cavalcanti ( 1897-1976) - Igreja São Francisco de Assis, Ouro Preto - Óleo sobre tela - 28 x 41 cm - 1944 - Assinado, datado e localizado embaixo à direita - Ex-coleção Maurice Costin - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$30.000,00",Leilão Blombô 25 de Março de 2019,Pinturas,Di Cavalcanti (1897-1976),"Igreja São Francisco de Assis, Ouro Preto",https://www.catalogodasartes.com.br/obra/PeGteA/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_902607.jpg,Óleo sobre Tela,False,,,,,,41.0,28.0,51000.0,13110.54,pintura,True,2019
1944.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Pé 19 x 36 cm nanquim sobre papel 1944 Reproduzido no Raisonné do artista no vol. II, na pág. 436. Registro 1996 [FCO 202].- Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$28.000,00",Leilão James Lisboa 26 de Novembro de 2018,Pinturas,Candido Portinari (1903-1962),Pé,https://www.catalogodasartes.com.br/obra/cBtBcD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_856581.jpg,Nanquim sobre papel,False,,,,,,36.0,19.0,89000.0,23116.88,desenho,True,2018
,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,"Di Cavalcanti Marina Montini 61 x 50 cm óleo sobre tela assinatura inf. dir. - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$90.000,00",Leilão James Lisboa 29 de Junho de 2020,Pinturas,Di Cavalcanti (1897-1976),Marina Montini,https://www.catalogodasartes.com.br/obra/PUGPBB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_942955.jpg,Óleo sobre Tela,False,,,,,,50.0,61.0,98000.0,18014.71,pintura,True,2020
,https://www.catalogodasartes.com.br/cotacao/artista/Ibere%20Camargo%20-%20Iber%C3%AA%20Camargo/,"Da série Carretéis em equilibro - Nanquim sobre cartão - 50 x 70 cm- Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 15.000,00",Leilão Bolsa de Arte 14 de Abril de 2015,Pinturas,Ibere Camargo - Iberê Camargo,Carretéis em equilibro,https://www.catalogodasartes.com.br/obra/DtzeDc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_163018.jpg,Nanquim sobre cartão,False,,,,,,70.0,50.0,28000.0,9032.26,desenho,True,2015
,https://www.catalogodasartes.com.br/cotacao/artista/Milton%20Dacosta/,"(Niterói, 19 de outubro de 1915 Rio de Janeiro, 4 de setembro de 1988) - "" Vênus com pássaro "" - 1964 - Desenho à lápis - Tiragem 98/100 - Assinado no canto inferior direito Da Costa . Med total.: 45 X 36 cm e med do desenho.: 16 X 12 cm - Texto transcrito do catálogo do leilão.",Leilão Leslie Diniz 02 de Maio de 2017,Pinturas,Milton Dacosta,Vênus com pássaro,https://www.catalogodasartes.com.br/obra/AteGDe/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_760210.jpg,Desenho à lápis,False,,,,,,36.0,45.0,400.0,125.39,desenho,False,2017
,https://www.catalogodasartes.com.br/cotacao/artista/Maria%20Leontina%20Franco%20Da%20Costa/,"Esta obra entrou em pregão com lance inicial de R$ 500,00.",Leilão Arte e Eventos 30 de setembro de 2008,Pinturas,Maria Leontina Franco Da Costa,Lençóis,https://www.catalogodasartes.com.br/obra/GPcGz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_29823.jpg,Giz de cera,False,,,,,,15.0,23.0,500.0,263.16,desenho,True,2008
1947.0,https://www.catalogodasartes.com.br/cotacao/artista/Ant%C3%B4nio%20Bandeira%20%281922-1967%29/,"( Fortaleza CE 1922 - Paris, França 1967 ) Autorretrato - Caneta s/papel - 25 x 20 cm - ass. inferior direito - dat. 21/11/47. Obra proveniente do Atelier do Artista. - Texto transcrito do catálogo do leilão.",Leilão Paiva Frade 22 e 23 de Abril de 2016,Pinturas,Antônio Bandeira (1922-1967),Autorretrato,https://www.catalogodasartes.com.br/obra/ADAPDz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_717913.jpg,Caneta sobre papel,False,,,,,,20.0,25.0,9000.0,2535.21,desenho,False,2016
1955.0,https://www.catalogodasartes.com.br/cotacao/artista/Jos%C3%A9%20Pancetti%20-%20Giuseppe%20Gianinni%20Pancetti%20-%20Jose%20Pancetti/,"Esta obra entrou em leilão com o lance inicial de R$150.000,00",Leilão Bolsa de Arte 25 de Outubro de 2012,Pinturas,José Pancetti - Giuseppe Gianinni Pancetti - Jose Pancetti,Canoa na Praia,https://www.catalogodasartes.com.br/obra/cBcPG/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_85892.jpg,Óleo sobre Tela,False,,,,,,27.0,19.0,165000.0,81683.17,pintura,True,2012
,https://www.catalogodasartes.com.br/cotacao/artista/Tarsila%20do%20Amaral%20/,"Paisagem antropofágica - desenho a nanquim - 13 x 19 cm - canto inferior direito - Esta obra entrou em leilão com o lance inicial de R$1.500,00",Leilão Tableau 8 a 10 de Outubro de 2013,Pinturas,Tarsila do Amaral,Paisagem antropofágica,https://www.catalogodasartes.com.br/obra/DGAePP/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_127099.jpg,Desenho a nanquim,False,,,,,,19.0,13.0,2800.0,1272.73,desenho,True,2013
,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,"DI CAVALCANTI - Emiliano 1897 - 1976 - Perfis de mulher caneta esferográfica s/papel, Ass. e dat. 1969 - (Reproduzido no catalogo coleção Jorge Amado Inf. dir. CID - 25 x 35 cm. - Texto transcrito do catálogo do leilão.",Leilão Cia Paulista 15 de Março de 2022,Pinturas,Di Cavalcanti (1897-1976),Sem Título,https://www.catalogodasartes.com.br/obra/DeGeceG/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1020802.jpg,Caneta esferográfica sobre papel,False,,,,,,35.0,25.0,9000.0,1761.25,desenho,False,2022
,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,Figuras - Guache - CID - 26 x 30 cm. - Texto transcrito do catálogo do leilão.,Leilão Cia Paulista 10 de Novembro de 2016,Pinturas,Di Cavalcanti (1897-1976),Figuras,https://www.catalogodasartes.com.br/obra/AzPzDU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_739314.jpg,Guache,False,,,,,,30.0,26.0,8000.0,2484.47,pintura,False,2016
1958.0,https://www.catalogodasartes.com.br/cotacao/artista/Ant%C3%B4nio%20Bandeira%20%281922-1967%29/,Esta obra/objeto não foi vendida durante o pregão. O Catálogo das Artes não recebe informações de negociações posteriores ao leilão.,Leilão Soraia Cals Novembro 2011,Pinturas,Antônio Bandeira (1922-1967),Abstrato,https://www.catalogodasartes.com.br/obra/tcUAc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_68478.jpg,Nanquim sobre papel,False,,,,,,25.3,32.7,6000.0,3333.33,desenho,False,2011
2012.0,https://www.catalogodasartes.com.br/cotacao/artista/Annita%20Catarina%20Malfatti%20-%20Anita%20Malfatti%20-%20Anita%20Malfati/,"Serenata. Óleo sobre tela, 55,5 x 46,5 cm. Assinado em baixo à direita: Anita Malfatti. Registrado no Instituto Anita Malfatti e reproduzida no livro da exposição da artista realizada entre 05/11/2011 a 29/01/2012 no Museu Oscar Niemeyer em Curitiba. - Texto transcrito do catálogo do leilão.",Leilão Dutra 22 de Maio de 2017,Pinturas,Annita Catarina Malfatti - Anita Malfatti - Anita Malfati,Serenata,https://www.catalogodasartes.com.br/obra/ABtUte/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_756460.jpg,Óleo sobre Tela,False,,,,,,46.5,55.5,200000.0,60975.61,pintura,False,2017
,https://www.catalogodasartes.com.br/cotacao/artista/Alberto%20Guignard%20-%20Alberto%20da%20Veiga%20Guignard/,,Leilão Dagmar Saboya 18 de maio de 2009,Pinturas,Alberto Guignard - Alberto da Veiga Guignard,Paisagem,https://www.catalogodasartes.com.br/obra/ztcBe/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_36850.jpg,Desenho,False,,,,,,33.0,21.0,5000.0,2304.15,desenho,False,2009
,https://www.catalogodasartes.com.br/cotacao/artista/Djanira%20da%20Motta%20e%20Silva/,"Esta obra entrou em pregão com o lance inicial de R$ 71.500,00",Leilão das Galerias Julho 2011,Pinturas,Djanira da Motta e Silva,"Palácio dos Leões,São Luis,MA",https://www.catalogodasartes.com.br/obra/BcPBz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_58953.jpg,Óleo sobre Tela,False,,,,,,80.0,54.0,71500.0,43072.29,pintura,True,2011
1948.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Candido Portinari Colheita de Algodão 33 x 44 cm grafite sobre papel assinatura inf. dir. 1948. Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 75.000,00",Leilão James Lisboa 27 a 29 de Agosto de 2018,Pinturas,Candido Portinari (1903-1962),Colheita de Algodão,https://www.catalogodasartes.com.br/obra/cGDGzA/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_821237.jpg,Grafite sobre papel,False,,,,,,44.0,33.0,75000.0,18382.35,desenho,True,2018
1957.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Menina com Tranças e Laço 43 x 27 cm crayon e lapis de cor sobre papel ass. inf. dir. 1957 Reproduzido no Raisonné do artista no vol. IV, na pág. 311. Registro 4244 [FCO 2027]. - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 150.000,00",Leilão James Lisboa 24 e 25 de Outubro de 2017,Pinturas,Candido Portinari (1903-1962),Menina com Tranças e Laço,https://www.catalogodasartes.com.br/obra/AtzAGU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_763724.jpg,Crayon,False,,,,,,27.0,43.0,150000.0,46583.85,outro,True,2017
1970.0,https://www.catalogodasartes.com.br/cotacao/artista/Milton%20Dacosta/,"Esta obra entrou em pregão com o lance inicial de R$115.000,00. Participou da exposição individual do artista Vênus, na Petite Galerie/Galeria da Praça, de 16 a 26 de novembro de 1971",Leilão Soraia Cals agosto de 2009.,Pinturas,Milton Dacosta,Figura e Pássaros,https://www.catalogodasartes.com.br/obra/zPBGe/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_39520.jpg,Óleo sobre Tela,False,,,,,,80.0,100.0,119000.0,61658.03,pintura,True,2009
1955.0,https://www.catalogodasartes.com.br/cotacao/artista/Maria%20Martins/,Menina - nanquim e aguada sobre papel - medindo 35x26cm.- assinado e datado no canto inferior direito.- Texto transcrito do catálogo do leilão.,Leilão Pro Arte 11 de Agosto de 2014,Pinturas,Maria Martins,Menina,https://www.catalogodasartes.com.br/obra/DUczGD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_148321.jpg,Nanquim e aguada sobre papel,False,,,,,,26.0,35.0,7000.0,3056.77,desenho,False,2014
,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,"Cena de Bordel - grafite sobre papel déc 60 - 38 x 30 Reproduzida no catálogo da Soraia Cals Escritório de arte - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$22.000,00",Leilão Firenze 27 de Outubro de 2015,Pinturas,Di Cavalcanti (1897-1976),Cena de Bordel,https://www.catalogodasartes.com.br/obra/GUGzcz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_242383.jpg,Grafite sobre papel,False,,,,,,30.0,38.0,22000.0,5714.29,desenho,True,2015
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Paisagem com Figuras - Reprodução Gráfica - 33x47 cm (sem moldura) - Esta obra entrou em leilão com o lance inicial de R$50,00",Leilão Victor Hugo 23 de Setembro de 2013,Pinturas,Candido Portinari (1903-1962),Paisagem com Figuras,https://www.catalogodasartes.com.br/obra/DGBeBc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_125058.jpg,Reprodução Gráfica,False,,,,,,47.0,33.0,150.0,68.18,reprodução,True,2013
1949.0,https://www.catalogodasartes.com.br/cotacao/artista/Ant%C3%B4nio%20Bandeira%20%281922-1967%29/,"Composição - nanquim/papel - med 28 x 41 cm -acid - 1949.Esta obra entrou em leilão com lance inicial de R$ 3.000,00 , não tendo sido vendida durante o pregão.",Andre Cencin -Leilão dia 07/11/2011,Pinturas,Antônio Bandeira (1922-1967),Composição,https://www.catalogodasartes.com.br/obra/ttPeB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_66905.jpg,Nanquim sobre papel,False,,,,,,41.0,28.0,3000.0,1724.14,desenho,False,2011
,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,"Mulata - Gravura - P/A - 70x50cm - acid - sem moldura - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 350,00",Leilão MR Silva 27 de Setembro de 2016,Pinturas,Di Cavalcanti (1897-1976),Mulata,https://www.catalogodasartes.com.br/obra/AzUAzA/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_734737.jpg,Gravura,False,,,,,,50.0,70.0,390.0,120.37,reprodução,True,2016
1937.0,https://www.catalogodasartes.com.br/cotacao/artista/Milton%20Dacosta/,,Leilão Palácio dos Leilões 22 de setembro de 2009,Pinturas,Milton Dacosta,Encosta,https://www.catalogodasartes.com.br/obra/UDccc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_41888.jpg,Óleo sobre tela colada sobre placa,False,,,,,,35.0,25.0,4500.0,2307.69,pintura,False,2009
1955.0,https://www.catalogodasartes.com.br/cotacao/artista/Ant%C3%B4nio%20Bandeira%20%281922-1967%29/,"ANTONIO BANDEIRA - ""Abstrato - Construção"". Técnica mista s/ cartão. Medidas: 31,5 x 23 m. Data: 1955. Assinado e datado no canto inferior direito.Com registro e certificado de autenticidade emitido pelo Instituto Antonio Bandeira sob o nº de registro IAB-1518. - Texto transcrito do catálogo do leilão.",Leilão Galeria Paulista 28 e 29 de Novembro de 2019,Pinturas,Antônio Bandeira (1922-1967),Abstrato - Construção,https://www.catalogodasartes.com.br/obra/PGcctt/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_928866.jpg,Técnica mista sobre tela,False,,,,,,23.0,31.5,13700.0,3215.96,outro,False,2019
,https://www.catalogodasartes.com.br/cotacao/artista/Milton%20Dacosta/,"Milton Dacosta - Sem título 53/100. Serigrafia, 70x100 cm, A.C.I.D. - Texto transcrito do catálogo do leilão.",Leilão Espaço Artes 08 e 09 de Dezembro de 2020,Pinturas,Milton Dacosta,Sem Título,https://www.catalogodasartes.com.br/obra/PABeUe/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_975040.jpg,Serigrafia,False,,,,,,100.0,70.0,2000.0,392.93,reprodução,False,2020
,https://www.catalogodasartes.com.br/cotacao/artista/Djanira%20da%20Motta%20e%20Silva/,,Leilão Arte e Eventos Maio de 2011,Pinturas,Djanira da Motta e Silva,Nossa Senhora,https://www.catalogodasartes.com.br/obra/BPzBD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_59351.jpg,Gravura,False,,,,,,30.0,39.0,1000.0,602.41,reprodução,False,2011
,https://www.catalogodasartes.com.br/cotacao/artista/Maria%20Leontina%20Franco%20Da%20Costa/,,Leilão James Lisboa - Novembro 2008,Pinturas,Maria Leontina Franco Da Costa,Auto Retrato,https://www.catalogodasartes.com.br/obra/zUBUG/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_34542.jpg,Óleo sobre Tela,False,,,,,,50.0,60.0,30000.0,13636.36,pintura,False,2008
1959.0,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,"Emiliano Di Cavalcanti - As mulheres do cais - Óleo sobre tela - 65 x 90 - 1959 - Ass. Canto inferior direito e Verso - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$890.000,00",Leilão Dagmar Saboya 09 a 12 de Setembro 2020,Pinturas,Di Cavalcanti (1897-1976),As mulheres do cais,https://www.catalogodasartes.com.br/obra/PtDDtP/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_961169.jpg,Óleo sobre Tela,False,,,,,,90.0,65.0,975000.0,172872.34,pintura,True,2020
1975.0,https://www.catalogodasartes.com.br/cotacao/artista/Milton%20Dacosta/,"MILTON DA COSTA Vênus. Ost, 65 x 46 cm. Assinado no cid. Datado de 1975 no verso. - Texto transcrito do catálogo do leilão.",Leilão Villa Antica 26 a 27 de Março de 2020,Pinturas,Milton Dacosta,Vênus,https://www.catalogodasartes.com.br/obra/PzBGBP/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_935259.jpg,Óleo sobre Tela,False,,,,,,46.0,65.0,28000.0,5566.6,pintura,False,2020
,https://www.catalogodasartes.com.br/cotacao/artista/Ibere%20Camargo%20-%20Iber%C3%AA%20Camargo/,Iberê Camargo - Núcleo - 30 x 40 cm - Gravura em metal - Exemplar 98/300 - Assinatura canto inferior direito e Data 1966 - Reproduzida no Raisonné de gravuras na página 241 - Texto transcrito do catálogo do leilão.,Leilão Bruno Reis 14 de Junho de 2022,Pinturas,Ibere Camargo - Iberê Camargo,Núcleo,https://www.catalogodasartes.com.br/obra/DeGcDPc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1028198.jpg,Gravura em metal,False,,,,,,40.0,30.0,3500.0,654.21,reprodução,False,2022
,https://www.catalogodasartes.com.br/cotacao/artista/Alberto%20Guignard%20-%20Alberto%20da%20Veiga%20Guignard/,"Vista de Ouro Preto Grafite - 35 x 50 Duas Assinaturas - Lado Direito: ""Ouro Preto"" - Caminho do Quartel - Guignard - Lado Esquerdo: ""Para Mariza de Aguiar e Oliveira. Do novo amigo Guignard"". - Texto transcrito do catálogo do leilão.",Leilão Vitor Braga 15 de Maio de 2018,Pinturas,Alberto Guignard - Alberto da Veiga Guignard,Vista de Ouro Preto,https://www.catalogodasartes.com.br/obra/AczcGU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_783824.jpg,Grafite,False,,,,,,50.0,35.0,5900.0,1638.89,desenho,False,2018
,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,Figura - nanquim sobre cartão - medindo 50x35cm.- assinado e datado no canto inferior direito. - Texto transcrito do catálogo do leilão.,Leilão Pro Arte - 18 de Junho de 2018,Pinturas,Di Cavalcanti (1897-1976),Figura,https://www.catalogodasartes.com.br/obra/APBUAP/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_795479.jpg,Nanquim sobre cartão,False,,,,,,35.0,50.0,65000.0,17241.38,desenho,False,2018
1943.0,https://www.catalogodasartes.com.br/cotacao/artista/Ibere%20Camargo%20-%20Iber%C3%AA%20Camargo/,"(1914-1994) Figura de Mulher Desenho Ass., situado e datado Rio 43, cid 47 x 38 cm - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 500,00",Leilão Dagmar Saboya de 15 a 16 de Maio 2016,Pinturas,Ibere Camargo - Iberê Camargo,Figura de Mulher,https://www.catalogodasartes.com.br/obra/AGGDAD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_722171.jpg,Desenho,False,,,,,,38.0,47.0,3600.0,1034.48,desenho,True,2016
2003.0,https://www.catalogodasartes.com.br/cotacao/artista/Cildo%20Meireles%20%281948%29/,"Da série Metros Descrição: serigrafia em cores impressa s/ papel, ass., dat. 2003 inf. dir. e com a indicação PA centro inf. 59,5 x 74,5 cm - Texto transcrito do catálogo do leilão.",Leilão Soraia Cals 12 de Dezembro de 2015,Pinturas,Cildo Meireles (1948),Da série Metros,https://www.catalogodasartes.com.br/obra/AecBAD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_708571.jpg,Serigrafia a cores impressa sobre papel,False,,,,,,74.5,59.5,2500.0,649.35,reprodução,False,2015
1963.0,https://www.catalogodasartes.com.br/cotacao/artista/Ibere%20Camargo%20-%20Iber%C3%AA%20Camargo/,"""Sem titulo"" Aquarela. Ass.inf.dir. ass.dat. 1963 no verso. 60 x 90 cm. Com etiqueta da Gustavo Rebello Arte no verso. - Texto transcrito do catálogo do leilão.",Leilão Lordello e Gobbi 20 de Março de 2017,Pinturas,Ibere Camargo - Iberê Camargo,Sem tìtulo,https://www.catalogodasartes.com.br/obra/AUtBPG/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_746592.jpg,Aquarela,False,,,,,,90.0,60.0,28000.0,9090.91,pintura,False,2017
1965.0,https://www.catalogodasartes.com.br/cotacao/artista/Di%20Cavalcanti%20%281897-1976%29/,"Mulatas vendedoras de peixe Óleo sobre tela Assinado e datado 1965 inferior direito 61,5 x 50 cm - Texto transcrito do catálogo do leilão.",Leilão Bolsa de Arte 27 de Novembro de 2014,Pinturas,Di Cavalcanti (1897-1976),Mulatas vendedoras de peixe,https://www.catalogodasartes.com.br/obra/DBBtBB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_155655.jpg,Óleo sobre Tela,False,,,,,,50.0,61.5,300000.0,120000.0,pintura,False,2014
